"This is the ""water_manipulations"" data frame from SP's RMarkdown code (2020-01-26)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Number of reps,Rs standard deviation,Manipulation level as % of control (normally =MAP),Soil moisture (volumetric),,
8163,7353,Jia,2011.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7354,Jia,2011.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7355,Jia,2011.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7356,Jia,2011.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7357,Jia,2011.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
9557,7413,Martins,2013.5,Forest,Irrigated,"grey water N 0.6 mg/L, total P 3.0 mg/L",-33.611,Gas chromatography,Sandy loam,Dry,NA,205.84,4,12.865,153.984375,0.078,,SD estimated from Fig 1; MAP from Barton et al. ref
9557,7416,Martins,2013.5,Forest,None,NA,-33.611,Gas chromatography,Sandy loam,Dry,NA,160.74,4,10.716,100,0.022,,SD estimated from Fig 1
9557,7417,Martins,2013.5,Grassland,None,NA,-33.611,Gas chromatography,Sandy loam,Dry,NA,332.02,4,22.13466667,100,0.042,,SD estimated from Fig 1
9649,7476,Shen,2013.5,Grassland,None,Unwarmed plot + 0% precipitation level,30.5,IRGA,Sandy loam,Dry,NA,NA,,,,,,
9649,7478,Shen,2013.5,Grassland,Precipitation amount change,Unwarmed plot + 6% precipitation level,30.5,IRGA,Sandy loam,Dry,NA,NA,,,,,,
9649,7480,Shen,2013.5,Grassland,Precipitation amount change,Unwarmed plot + 25% precipitation level,30.5,IRGA,Sandy loam,Dry,NA,NA,,,,,,
11031,7700,Chang,2006,Forest,None,Standard rainfall,41.73,IRGA,Calcareous,Dry,800,170.29,,,,,,
11031,7701,Chang,2006,Forest,Precipitation amount change,-15%,41.73,IRGA,Calcareous,Dry,800,143.8,,,,,,
11031,7702,Chang,2006,Forest,None,No thinning,41.73,IRGA,Calcareous,Dry,800,177.86,,,,,,
11031,7704,Chang,2006,Forest,None,Standard rainfall,41.73,IRGA,Calcareous,Dry,800,177.86,,,,,,
11031,7705,Chang,2006,Forest,Precipitation amount change,-15%,41.73,IRGA,Calcareous,Dry,800,113.53,,,,,,
11031,7706,Chang,2006,Forest,None,No thinning,41.73,IRGA,Calcareous,Dry,800,124.88,,,,,,
11022,7738,Blessing,2009.5,NA,None,NA,NA,IRGA,NA,Dry,NA,NA,,,,,,
11022,7739,Blessing,2009.5,NA,Drought,NA,NA,IRGA,NA,Dry,NA,NA,,,,,,
11064,7866,Xu,2011.5,Grassland,None,NA,42.033,IRGA,Calcis-orthic Aridisol,Dry,1324,NA,,,,,,
11064,7867,Xu,2011.5,Grassland,Irrigated,plus 15% precipitation,42.033,IRGA,Calcis-orthic Aridisol,Dry,1324,NA,,,,,,
11064,7868,Xu,2011.5,Grassland,Irrigated,plus 30% precipitation,42.033,IRGA,Calcis-orthic Aridisol,Dry,1324,NA,,,,,,
11064,7872,Xu,2011.5,Grassland,None,NA,42.033,IRGA,Chestnut soil,Dry,1324,NA,,,,,,
11064,7873,Xu,2011.5,Grassland,Irrigated,plus 15% precipitation,42.033,IRGA,Chestnut soil,Dry,1324,NA,,,,,,
11064,7874,Xu,2011.5,Grassland,Irrigated,plus 30% precipitation,42.033,IRGA,Chestnut soil,Dry,1324,NA,,,,,,
11064,7878,Xu,2012.5,Grassland,None,NA,42.033,IRGA,Calcis-orthic Aridisol,Dry,1324,NA,,,,,,
11064,7879,Xu,2012.5,Grassland,Irrigated,plus 15% precipitation,42.033,IRGA,Calcis-orthic Aridisol,Dry,1324,NA,,,,,,
11064,7880,Xu,2012.5,Grassland,Irrigated,plus 30% precipitation,42.033,IRGA,Calcis-orthic Aridisol,Dry,1324,NA,,,,,,
11064,7884,Xu,2012.5,Grassland,None,NA,42.033,IRGA,Chestnut soil,Dry,1324,NA,,,,,,
11064,7885,Xu,2012.5,Grassland,Irrigated,plus 15% precipitation,42.033,IRGA,Chestnut soil,Dry,1324,NA,,,,,,
11064,7886,Xu,2012.5,Grassland,Irrigated,plus 30% precipitation,42.033,IRGA,Chestnut soil,Dry,1324,NA,,,,,,
11078,7891,Waring,2014.5,Forest,None,0 hr,10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7892,Waring,2014.5,Forest,Precipitation amount change,"Single 50 mm simulated rain event, 0 hr",10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7893,Waring,2014.5,Forest,Precipitation amount change,"two 50 mm simulated rain events, 0 hr",10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7894,Waring,2014.5,Forest,None,10 mins,10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7895,Waring,2014.5,Forest,Precipitation amount change,"Single 50 mm simulated rain event, 10 mins",10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7896,Waring,2014.5,Forest,Precipitation amount change,"two 50 mm simulated rain events,10 mins",10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7897,Waring,2014.5,Forest,None,24hr,10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7898,Waring,2014.5,Forest,Precipitation amount change,"Single 50 mm simulated rain event, 24 hr",10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
11078,7899,Waring,2014.5,Forest,Precipitation amount change,"two 50 mm simulated rain events, 24 hr",10.712,IRGA,Dry soils,Wet,NA,NA,,,,,,
8350,8028,McDaniel,2009.5,NA,None,NA,40.67,IRGA,Fine-loamy soil,Dry,NA,379.7,,,,,,
8350,8030,McDaniel,2009.5,Grassland,Precipitation amount change,23% more Precipitation,40.67,IRGA,Fine-loamy soil,Dry,NA,478.43,,,,,,
8401,8059,Hagedorn,2007.5,Grassland,None,NA,47.2102,Gas chromatography,Cambisola,Dry,393,NA,,,,,,
8401,8060,Hagedorn,2007.5,Grassland,Drought,NA,47.2102,Gas chromatography,Cambisola,Dry,393,NA,,,,,,
8401,8061,Hagedorn,2007.5,Grassland,None,NA,47.115,Gas chromatography,Endogleyic Cambisola,Dry,982,NA,,,,,,
8401,8062,Hagedorn,2007.5,Grassland,Drought,NA,47.115,Gas chromatography,Endogleyic Cambisola,Dry,982,NA,,,,,,
8401,8063,Hagedorn,2007.5,Grassland,None,NA,46.58,Gas chromatography,Leptosol,Dry,1978,NA,,,,,,
8401,8064,Hagedorn,2007.5,Grassland,Drought,NA,46.58,Gas chromatography,Leptosol,Dry,1978,NA,,,,,,
8509,8151,Yan,2007,Forest,None,NA,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8152,Yan,2007,Forest,Irrigated,350 m3 ha−1,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8153,Yan,2007,Forest,Irrigated,700 m3 ha−1,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8154,Yan,2007,Forest,None,NA,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8155,Yan,2007,Forest,Irrigated,350 m3 ha−1,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8156,Yan,2007,Forest,Irrigated,700 m3 ha−1,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8157,Yan,2007,Forest,None,NA,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8158,Yan,2007,Forest,Irrigated,350 m3 ha−1,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8509,8159,Yan,2007,Forest,Irrigated,700 m3 ha−1,43.75,IRGA,Sierozem,Dry,660,NA,,,,,,
8551,8160,Bertolla,2006,Plantation,Irrigated,4 L h^-1,43.266,IRGA,Sandy-clay,Dry,NA,784,4,16,,,,
8551,8161,Bertolla,2006,Plantation,None,NA,43.266,IRGA,Sandy-clay,Dry,NA,732,4,11,,,,
8846,8301,Jia,2010.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8302,Jia,2010.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8303,Jia,2010.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8304,Jia,2010.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8305,Jia,2010.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8306,Jia,2010.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8307,Jia,2010.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8308,Jia,2010.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8309,Jia,2011.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8310,Jia,2011.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8311,Jia,2011.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8312,Jia,2011.5,Grassland,None,NA,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8313,Jia,2011.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8314,Jia,2011.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8315,Jia,2011.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
8846,8316,Jia,2011.5,Grassland,Precipitation amount change,50mm/yr,38.82,Gas chromatography,NA,Dry,NA,NA,,,,,,
11251,8427,Sharkhuu,2009.5,Grassland,Irrigated,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8428,Sharkhuu,2009.5,Grassland,None,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8429,Sharkhuu,2010.5,Grassland,Irrigated,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8430,Sharkhuu,2010.5,Grassland,None,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8431,Sharkhuu,2011.5,Grassland,Irrigated,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8432,Sharkhuu,2011.5,Grassland,None,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8434,Sharkhuu,2009.5,Grassland,None,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8436,Sharkhuu,2010.5,Grassland,None,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11251,8438,Sharkhuu,2011.5,Grassland,None,NA,41.0234,IRGA,Kastanozens,Dry,1670,NA,,,,,,
11291,8467,Meier,2013.5,Forest,Drought,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8468,Meier,2013.5,Forest,Drought,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8469,Meier,2013.5,Forest,Drought,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8470,Meier,2013.5,Forest,Drought,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8471,Meier,2013.5,Forest,Precipitation amount change,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8472,Meier,2013.5,Forest,Precipitation amount change,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8473,Meier,2013.5,Forest,Precipitation amount change,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11291,8474,Meier,2013.5,Forest,Precipitation amount change,NA,51.67,Gas chromatography,Cambisol-Phaeozem,Dry,300,NA,,,,,,
11261,8486,Hoover,2010,Grassland,None,NA,39.08,IRGA,Typic Argiustoll,Dry,NA,NA,,,,,,
11261,8487,Hoover,2010,Grassland,Drought,NA,39.08,IRGA,Typic Argiustoll,Dry,NA,NA,,,,,,
11261,8488,Hoover,2011,Grassland,None,NA,39.08,IRGA,Typic Argiustoll,Dry,NA,NA,,,,,,
11261,8489,Hoover,2011,Grassland,Drought,NA,39.08,IRGA,Typic Argiustoll,Dry,NA,NA,,,,,,
11261,8490,Hoover,2012,Grassland,None,NA,39.08,IRGA,Typic Argiustoll,Dry,NA,NA,,,,,,
11261,8491,Hoover,2012,Grassland,Drought,NA,39.08,IRGA,Typic Argiustoll,Dry,NA,NA,,,,,,
11541,8765,Hao,2013,Grassland,Precipitation amount change,NA,43.533,IRGA,Mollisol,Dry,1200,NA,,,,,,
11541,8766,Hao,2013,Grassland,Precipitation amount change,NA,43.533,IRGA,Mollisol,Dry,1200,NA,,,,,,
11541,8767,Hao,2013,Grassland,None,NA,43.533,IRGA,Mollisol,Dry,1200,NA,,,,,,
9210,8836,Gong,2013,Grassland,None,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8837,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8838,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8839,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8840,Gong,2013,Grassland,None,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8841,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8842,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8843,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8844,Gong,2013,Grassland,None,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8845,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8846,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9210,8847,Gong,2013,Grassland,Irrigated,NA,44.8,IRGA,Chestnut,Dry,NA,NA,,,,,,
9134,8921,Wang,2013,NA,Precipitation amount change,20 mm precipitation in 5 days,35.22,Gas chromatography,Ultisol,Dry,1220,NA,,,,,,
9134,8922,Wang,2013,NA,Precipitation amount change,40 mm precipitation in 10 days,35.22,Gas chromatography,Ultisol,Dry,1220,NA,,,,,,
9134,8923,Wang,2013,NA,Precipitation amount change,80 mm precipitation in 20 days,35.22,Gas chromatography,Ultisol,Dry,1220,NA,,,,,,
10526,9106,Lu,2014.5,Forest,None,NA,31.965,IRGA,Haplic luvisol,Dry,1400,497,,,,,,
10526,9107,Lu,2014.5,Forest,Precipitation amount change,32% of annual Precipitation excluded,31.965,IRGA,Haplic luvisol,Dry,1400,567,,,,,,
10526,9108,Lu,2015.5,Forest,None,NA,31.965,IRGA,Haplic luvisol,Dry,1400,603,,,,,,
10526,9109,Lu,2015.5,Forest,Precipitation amount change,26% of annual Precipitation excluded,31.965,IRGA,Haplic luvisol,Dry,1400,576,,,,,,
10696,9602,Darenova,2012.5,Grassland,Drought,Rainfall remove,49.5,IRGA,Gleyic,Dry,855,NA,,,,,,
10696,9603,Darenova,2012.5,Grassland,None,Ambient rainfall conditions,49.5,IRGA,Gleyic,Dry,855,NA,,,,,,
10696,9604,Darenova,2012.5,Grassland,Drought,Rainfall remove,49.5,IRGA,Gleyic,Dry,855,NA,,,,,,
10715,9627,Montes,2013.5,NA,Irrigated,NA,39.64,IRGA,Clay loam,Dry,NA,NA,,,,,,
10715,9628,Montes,2013.5,NA,None,NA,39.64,IRGA,Clay loam,Dry,NA,NA,,,,,,
10737,9688,Dondini,2012.5,Forest,None,NA,50.9,IRGA,NA,Dry,NA,NA,,,,,,
10737,9689,Dondini,2012.5,Forest,None,NA,45.6,IRGA,NA,Dry,NA,NA,,,,,,
10737,9690,Dondini,2011,Agriculture,Irrigated,NA,46,IRGA,NA,Dry,NA,NA,,,,,,
10737,9691,Dondini,2012,Agriculture,Irrigated,NA,46,IRGA,NA,Dry,NA,NA,,,,,,
10766,9719,Li,2015,Agriculture,Irrigated,NA,38.17,IRGA,NA,Dry,NA,NA,,,,,,
10766,9720,Li,2015,Agriculture,None,NA,38.17,IRGA,NA,Dry,NA,NA,,,,,,
10815,9789,Li,2015.5,Forest,Precipitation amount change,NA,37.593,IRGA,Loamy,Dry,NA,NA,,,,,,
10815,9791,Li,2015.5,Forest,Precipitation amount change,−30% precipitation,37.593,IRGA,Loamy,Dry,NA,NA,,,,,,
10815,9793,Li,2015.5,Forest,Precipitation amount change,30% added precipitation,37.593,IRGA,Loamy,Dry,NA,NA,,,,,,
10816,9795,Munir,2012.5,Wetland,None,NA,55.35,IRGA,Sandy clay substrate,Wet,NA,NA,,,,,,
10816,9796,Munir,2012.5,Wetland,None,NA,55.35,IRGA,Sandy clay substrate,Wet,NA,NA,,,,,,
10816,9797,Munir,2012.5,Wetland,Drought,NA,55.35,IRGA,Sandy clay substrate,Wet,NA,NA,,,,,,
10816,9798,Munir,2012.5,Wetland,Drought,NA,55.35,IRGA,Sandy clay substrate,Wet,NA,NA,,,,,,
10797,9832,Miao,2010,Grassland,Drought,60%-,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10797,9833,Miao,2010,Grassland,Drought,40%-,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10797,9834,Miao,2010,Grassland,Drought,20%-,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10797,9835,Miao,2010,Grassland,None,None,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10797,9836,Miao,2010,Grassland,Precipitation amount change,20%+,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10797,9837,Miao,2010,Grassland,Precipitation amount change,40%+,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10797,9838,Miao,2010,Grassland,Precipitation amount change,60%+,42.03,IRGA,Haplic Calcisols,Dry,1324,NA,,,,,,
10878,9925,Moinet,2014,Grassland,None,None,-43.4,IRGA,Silt loam,Dry,35,730,3,165,100,,,SD estimated from Figure 6
10878,9926,Moinet,2014,Grassland,Irrigated,NA,-43.4,IRGA,Silt loam,Dry,35,948,3,175,150,,,SD estimated from Figure 6; percent_control est. from 1B
10886,9937,Domínguez,2012,Shrubland,None,NA,53.05,IRGA,Podzol,Dry,NA,NA,,,,,,
10886,9938,Domínguez,2012,Shrubland,Drought,NA,53.05,IRGA,Podzol,Dry,NA,NA,,,,,,
